Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng,timestamp
United States of America,East Orange,68,Moderate,2,Good,21,Good,16,Good,68,Moderate,40.7651,-74.2117,2024-03-05 17:00:00
United Kingdom of Great Britain and Northern Ireland,East Retford,35,Good,1,Good,35,Good,3,Good,15,Good,53.3228,-0.9431,2024-03-05 18:00:00
United States of America,El Mirage,66,Moderate,1,Good,8,Good,18,Good,66,Moderate,33.5905,-112.3271,2024-03-05 19:00:00
Germany,Frankenthal,71,Moderate,2,Good,25,Good,6,Good,71,Moderate,49.5333,8.35,2024-03-05 20:00:00
Italy,Fucecchio,63,Moderate,1,Good,41,Good,3,Good,63,Moderate,43.7333,10.8,2024-03-05 21:00:00
Italy,Gallarate,68,Moderate,1,Good,36,Good,2,Good,68,Moderate,45.6649,8.7914,2024-03-05 22:00:00
Italy,Gardone Val Trompia,74,Moderate,1,Good,30,Good,3,Good,74,Moderate,45.6833,10.1833,2024-03-05 23:00:00
United States of America,Garfield,72,Moderate,2,Good,19,Good,18,Good,72,Moderate,40.8791,-74.1085,2024-03-06 00:00:00
France,Gien,39,Good,1,Good,31,Good,2,Good,39,Good,47.6981,2.625,2024-03-06 01:00:00
Spain,Erandio,55,Moderate,1,Good,16,Good,4,Good,55,Moderate,43.3047,-2.9731,2024-03-06 02:00:00
Mexico,Felipe Carrillo Puerto,86,Moderate,1,Good,25,Good,0,Good,86,Moderate,19.5786,-88.0453,2024-03-06 03:00:00
United States of America,Fort Lauderdale,61,Moderate,1,Good,19,Good,11,Good,61,Moderate,26.1412,-80.1464,2024-03-06 04:00:00
Poland,Gubin,67,Moderate,1,Good,38,Good,2,Good,67,Moderate,51.95,14.7167,2024-03-06 05:00:00
Germany,Hammelburg,62,Moderate,1,Good,36,Good,3,Good,62,Moderate,50.1167,9.9,2024-03-06 06:00:00
United States of America,Harwich,37,Good,1,Good,37,Good,3,Good,15,Good,51.934,1.266,2024-03-06 07:00:00
Belgium,Herentals,62,Moderate,1,Good,23,Good,8,Good,62,Moderate,51.1833,4.8333,2024-03-06 08:00:00
China,Hohhot,64,Moderate,1,Good,44,Good,2,Good,64,Moderate,40.8151,111.6629,2024-03-06 09:00:00
Germany,Holzgerlingen,61,Moderate,1,Good,37,Good,2,Good,61,Moderate,48.6392,9.0108,2024-03-06 10:00:00
Angola,Huambo,28,Good,1,Good,21,Good,0,Good,28,Good,-12.7767,15.7347,2024-03-06 11:00:00
Canada,Dawson Creek,62,Moderate,2,Good,32,Good,0,Good,62,Moderate,55.7606,-120.2356,2024-03-06 12:00:00
China,Daye,76,Moderate,3,Good,52,Moderate,4,Good,76,Moderate,30.1003,114.9699,2024-03-06 13:00:00
India,Dirba,178,Unhealthy,4,Good,178,Unhealthy,1,Good,168,Unhealthy,30.07,75.98,2024-03-06 14:00:00
Brazil,Dois Vizinhos,45,Good,1,Good,4,Good,3,Good,45,Good,-25.75,-53.0569,2024-03-06 15:00:00
Brazil,Pirapora,46,Good,1,Good,2,Good,3,Good,46,Good,-17.3478,-44.9436,2024-03-06 16:00:00
Sri Lanka,Point Pedro,56,Moderate,0,Good,30,Good,0,Good,56,Moderate,9.8167,80.2333,2024-03-06 17:00:00
United Kingdom of Great Britain and Northern Ireland,Dawlish,37,Good,1,Good,31,Good,1,Good,37,Good,50.581,-3.466,2024-03-06 18:00:00
United States of America,Delano,46,Good,1,Good,24,Good,3,Good,46,Good,35.7662,-119.2635,2024-03-06 19:00:00
Russian Federation,Derbent,44,Good,1,Good,35,Good,0,Good,44,Good,42.05,48.3,2024-03-06 20:00:00
India,Dergaon,97,Moderate,4,Good,13,Good,7,Good,97,Moderate,26.7,93.9667,2024-03-06 21:00:00
India,Dhamtari,154,Unhealthy,2,Good,49,Good,1,Good,154,Unhealthy,20.71,81.55,2024-03-06 22:00:00
United States of America,Dumont,53,Moderate,1,Good,46,Good,3,Good,53,Moderate,40.9452,-73.9923,2024-03-06 23:00:00
United States of America,East Providence,51,Moderate,1,Good,44,Good,2,Good,51,Moderate,41.8065,-71.3565,2024-03-07 00:00:00
United States of America,Naples,31,Good,0,Good,31,Good,0,Good,24,Good,40.8333,14.25,2024-03-07 01:00:00
Russian Federation,Neftegorsk,45,Good,1,Good,45,Good,0,Good,10,Good,52.8,51.1667,2024-03-07 02:00:00
Japan,Nichinan,41,Good,1,Good,41,Good,2,Good,35,Good,31.6022,131.38,2024-03-07 03:00:00
Finland,Nivala,33,Good,1,Good,33,Good,0,Good,2,Good,63.925,24.975,2024-03-07 04:00:00
United States of America,Norton Shores,50,Good,1,Good,28,Good,1,Good,50,Good,43.1621,-86.2519,2024-03-07 05:00:00
Slovenia,Novo Mesto,75,Moderate,1,Good,48,Good,0,Good,75,Moderate,45.8,15.1667,2024-03-07 06:00:00
United States of America,Oak Forest,56,Moderate,1,Good,34,Good,4,Good,56,Moderate,41.6054,-87.7527,2024-03-07 07:00:00
Japan,Ogawa,82,Moderate,2,Good,11,Good,18,Good,82,Moderate,36.0567,139.2618,2024-03-07 08:00:00
Japan,Okegawa,89,Moderate,2,Good,19,Good,23,Good,89,Moderate,36.0057,139.5427,2024-03-07 09:00:00
Poland,Rumia,35,Good,1,Good,35,Good,0,Good,24,Good,54.5667,18.4,2024-03-07 10:00:00
United States of America,Sachse,71,Moderate,2,Good,27,Good,6,Good,71,Moderate,32.9726,-96.5793,2024-03-07 11:00:00
Mexico,Salvatierra,57,Moderate,1,Good,31,Good,1,Good,57,Moderate,20.2156,-100.8961,2024-03-07 12:00:00
Peru,Santa,41,Good,0,Good,19,Good,0,Good,41,Good,17.486,120.4344,2024-03-07 13:00:00
United States of America,Reidsville,47,Good,1,Good,47,Good,0,Good,20,Good,36.3376,-79.6725,2024-03-07 14:00:00
Mexico,Acala,112,Unhealthy for Sensitive Groups,3,Good,4,Good,7,Good,112,Unhealthy for Sensitive Groups,16.5533,-92.8069,2024-03-07 15:00:00
Japan,Akishima,62,Moderate,1,Good,48,Good,1,Good,62,Moderate,35.7057,139.3535,2024-03-07 16:00:00
Malaysia,Alor Setar,55,Moderate,1,Good,35,Good,0,Good,55,Moderate,6.1183,100.3694,2024-03-07 17:00:00
Mexico,Ameca,50,Good,1,Good,14,Good,2,Good,50,Good,20.5486,-104.0431,2024-03-07 18:00:00
Japan,Arai,65,Moderate,2,Good,52,Moderate,2,Good,65,Moderate,34.6833,137.5667,2024-03-07 19:00:00
Italy,Arcola,50,Good,1,Good,37,Good,3,Good,50,Good,44.1167,9.9,2024-03-07 20:00:00
Italy,Argenta,64,Moderate,1,Good,47,Good,1,Good,64,Moderate,44.6153,11.8333,2024-03-07 21:00:00
India,Alwaye,83,Moderate,1,Good,25,Good,1,Good,83,Moderate,10.1167,76.35,2024-03-07 22:00:00
Brazil,Arcos,40,Good,1,Good,9,Good,1,Good,40,Good,-20.2914,-45.5397,2024-03-07 23:00:00
United States of America,Arecibo,74,Moderate,0,Good,23,Good,0,Good,74,Moderate,18.4491,-66.7387,2024-03-08 00:00:00
Italy,Angri,56,Moderate,1,Good,47,Good,3,Good,56,Moderate,40.7333,14.5667,2024-03-08 01:00:00
United Kingdom of Great Britain and Northern Ireland,Arbroath,27,Good,0,Good,27,Good,1,Good,11,Good,56.561,-2.586,2024-03-08 02:00:00
Russian Federation,Arzgir,34,Good,1,Good,34,Good,0,Good,32,Good,45.3694,44.2281,2024-03-08 03:00:00
Brazil,Atalaia,27,Good,0,Good,17,Good,1,Good,27,Good,-9.5019,-36.0228,2024-03-08 04:00:00
Nigeria,Awka,154,Unhealthy,8,Good,30,Good,5,Good,154,Unhealthy,6.2,7.0667,2024-03-08 05:00:00
Brazil,Bacabal,53,Moderate,1,Good,1,Good,2,Good,53,Moderate,-4.225,-44.78,2024-03-08 06:00:00
Germany,Bad Driburg,40,Good,1,Good,36,Good,1,Good,40,Good,51.7333,9.0167,2024-03-08 07:00:00
Pakistan,Lalian,173,Unhealthy,2,Good,128,Unhealthy for Sensitive Groups,1,Good,173,Unhealthy,31.8253,72.8027,2024-03-08 08:00:00
Cyprus,Larnaca,50,Good,1,Good,50,Good,0,Good,37,Good,34.9167,33.6333,2024-03-08 09:00:00
Cuba,Las Tunas,53,Moderate,1,Good,20,Good,2,Good,53,Moderate,20.9597,-76.9544,2024-03-08 10:00:00
United States of America,Lawton,81,Moderate,1,Good,24,Good,2,Good,81,Moderate,34.6175,-98.4202,2024-03-08 11:00:00
Germany,Leimen,54,Moderate,1,Good,35,Good,4,Good,54,Moderate,49.3481,8.6911,2024-03-08 12:00:00
India,Kandi,150,Unhealthy,3,Good,150,Unhealthy,2,Good,103,Unhealthy for Sensitive Groups,11.1286,2.9369,2024-03-08 13:00:00
Australia,Katherine,18,Good,0,Good,18,Good,0,Good,11,Good,-14.4667,132.2667,2024-03-08 14:00:00
Pakistan,Khuzdar,151,Unhealthy,0,Good,43,Good,0,Good,151,Unhealthy,27.8,66.6167,2024-03-08 15:00:00
United Kingdom of Great Britain and Northern Ireland,Kilwinning,27,Good,1,Good,27,Good,2,Good,26,Good,55.655,-4.703,2024-03-08 16:00:00
Zimbabwe,Kwekwe,37,Good,1,Good,18,Good,0,Good,37,Good,-18.9167,29.8167,2024-03-08 17:00:00
United States of America,Laguna Niguel,55,Moderate,2,Good,18,Good,14,Good,55,Moderate,33.5275,-117.705,2024-03-08 18:00:00
United States of America,East Longmeadow,57,Moderate,1,Good,22,Good,10,Good,57,Moderate,42.0597,-72.499,2024-03-08 19:00:00
Nigeria,Ede,74,Moderate,2,Good,21,Good,2,Good,74,Moderate,7.7389,4.4361,2024-03-08 20:00:00
Turkey,Edremit,58,Moderate,1,Good,38,Good,0,Good,58,Moderate,39.5922,27.02,2024-03-08 21:00:00
Germany,Marienberg,53,Moderate,1,Good,47,Good,0,Good,53,Moderate,50.6333,13.15,2024-03-08 22:00:00
United States of America,Marion,48,Good,1,Good,38,Good,1,Good,48,Good,42.0451,-91.585,2024-03-08 23:00:00
United States of America,Middleton,56,Moderate,1,Good,34,Good,1,Good,56,Moderate,53.555,-2.187,2024-03-09 00:00:00
India,Mihona,171,Unhealthy,4,Good,101,Unhealthy for Sensitive Groups,4,Good,171,Unhealthy,26.2837,78.9805,2024-03-09 01:00:00
Uganda,Mityana,90,Moderate,2,Good,14,Good,1,Good,90,Moderate,0.4006,32.0422,2024-03-09 02:00:00
France,Montmorency,68,Moderate,1,Good,45,Good,1,Good,68,Moderate,48.9906,2.3228,2024-03-09 03:00:00
United States of America,Moultrie,74,Moderate,1,Good,74,Moderate,1,Good,37,Good,31.1591,-83.7708,2024-03-09 04:00:00
India,Multai,162,Unhealthy,2,Good,14,Good,9,Good,162,Unhealthy,21.77,78.25,2024-03-09 05:00:00
India,Naduvattam,78,Moderate,2,Good,17,Good,4,Good,78,Moderate,11.4808,76.5437,2024-03-09 06:00:00
Croatia,Zagreb,75,Moderate,1,Good,67,Moderate,0,Good,75,Moderate,45.8167,15.9833,2024-03-09 07:00:00
Germany,Zittau,55,Moderate,1,Good,43,Good,1,Good,55,Moderate,50.8961,14.8072,2024-03-09 08:00:00
Italy,Zola Predosa,59,Moderate,1,Good,59,Moderate,0,Good,57,Moderate,44.4883,11.2181,2024-03-09 09:00:00
Japan,Zushi,67,Moderate,1,Good,39,Good,7,Good,67,Moderate,35.2833,139.5833,2024-03-09 10:00:00
United States of America,Yonkers,54,Moderate,1,Good,39,Good,5,Good,54,Moderate,40.9466,-73.8673,2024-03-09 11:00:00
Ukraine,Yuzhne,48,Good,1,Good,35,Good,0,Good,48,Good,46.63,31.1,2024-03-09 12:00:00
Serbia,Gornji Milanovac,59,Moderate,1,Good,39,Good,0,Good,59,Moderate,44.0212,20.456,2024-03-09 13:00:00
United Kingdom of Great Britain and Northern Ireland,Greenock,57,Moderate,1,Good,24,Good,3,Good,57,Moderate,55.95,-4.765,2024-03-09 14:00:00
France,Grigny,73,Moderate,2,Good,20,Good,6,Good,73,Moderate,48.6562,2.3849,2024-03-09 15:00:00
Italy,Grottammare,59,Moderate,2,Good,35,Good,8,Good,59,Moderate,42.9897,13.8658,2024-03-09 16:00:00
Uzbekistan,Gurlan,60,Moderate,1,Good,44,Good,0,Good,60,Moderate,41.85,60.4,2024-03-09 17:00:00
United States of America,Haddonfield,70,Moderate,1,Good,38,Good,5,Good,70,Moderate,39.8955,-75.0346,2024-03-09 18:00:00
China,Hanzhong,112,Unhealthy for Sensitive Groups,2,Good,112,Unhealthy for Sensitive Groups,0,Good,76,Moderate,33.0794,107.026,2024-03-09 19:00:00
United States of America,Hemet,55,Moderate,2,Good,13,Good,12,Good,55,Moderate,33.7341,-116.9969,2024-03-09 20:00:00
Germany,Hoyerswerda,80,Moderate,1,Good,36,Good,2,Good,80,Moderate,51.4333,14.25,2024-03-09 21:00:00
Peru,Huaral,137,Unhealthy for Sensitive Groups,4,Good,11,Good,10,Good,137,Unhealthy for Sensitive Groups,-11.5,-77.2,2024-03-09 22:00:00
China,Hunchun,35,Good,1,Good,35,Good,0,Good,21,Good,42.8679,130.3585,2024-03-09 23:00:00
Denmark,Herning,32,Good,0,Good,32,Good,0,Good,24,Good,56.1333,8.9833,2024-03-10 00:00:00
Mexico,Hidalgo,78,Moderate,1,Good,22,Good,0,Good,78,Moderate,26.109,-98.2464,2024-03-10 01:00:00
Pakistan,Kharian,158,Unhealthy,3,Good,146,Unhealthy for Sensitive Groups,0,Good,158,Unhealthy,32.811,73.865,2024-03-10 02:00:00
United Republic of Tanzania,Kibaha,42,Good,1,Good,19,Good,0,Good,42,Good,-6.7667,38.9167,2024-03-10 03:00:00
United States of America,Kilgore,51,Moderate,1,Good,19,Good,14,Good,51,Moderate,32.398,-94.8602,2024-03-10 04:00:00
Democratic Republic of the Congo,Kinshasa,216,Very Unhealthy,21,Good,105,Unhealthy for Sensitive Groups,7,Good,216,Very Unhealthy,-4.325,15.3222,2024-03-10 05:00:00
United Kingdom of Great Britain and Northern Ireland,Kirkby,34,Good,1,Good,34,Good,3,Good,21,Good,53.48,-2.89,2024-03-10 06:00:00
Japan,Kitamoto,60,Moderate,1,Good,48,Good,2,Good,60,Moderate,36.0269,139.5302,2024-03-10 07:00:00
Sri Lanka,Kolonnawa,71,Moderate,0,Good,23,Good,1,Good,71,Moderate,6.9283,79.895,2024-03-10 08:00:00
Russian Federation,Kostomuksha,32,Good,1,Good,32,Good,0,Good,10,Good,64.5833,30.6,2024-03-10 09:00:00
Russian Federation,Shchuchye,35,Good,1,Good,35,Good,0,Good,18,Good,55.2167,62.75,2024-03-10 10:00:00
Turkey,Simav,50,Good,1,Good,49,Good,0,Good,50,Good,39.0833,28.9833,2024-03-10 11:00:00
Uganda,Sironko,78,Moderate,2,Good,18,Good,1,Good,78,Moderate,1.2306,34.2481,2024-03-10 12:00:00
Netherlands,Werkendam,38,Good,1,Good,38,Good,1,Good,35,Good,51.8,4.9,2024-03-10 13:00:00
United States of America,West Babylon,63,Moderate,2,Good,38,Good,9,Good,63,Moderate,40.7129,-73.3585,2024-03-10 14:00:00
United States of America,West Puente Valley,154,Unhealthy,4,Good,13,Good,25,Good,154,Unhealthy,34.0513,-117.9681,2024-03-10 15:00:00
United States of America,West Sacramento,45,Good,1,Good,29,Good,5,Good,45,Good,38.5557,-121.5505,2024-03-10 16:00:00
Germany,Winnenden,65,Moderate,1,Good,56,Moderate,0,Good,65,Moderate,48.8764,9.3978,2024-03-10 17:00:00
Poland,Wronki,42,Good,1,Good,42,Good,0,Good,25,Good,52.7,16.3833,2024-03-10 18:00:00
Sweden,Visby,36,Good,1,Good,36,Good,0,Good,13,Good,57.629,18.3071,2024-03-10 19:00:00
Germany,Voerde,54,Moderate,1,Good,40,Good,1,Good,54,Moderate,51.6,6.6833,2024-03-10 20:00:00
New Zealand,Waitakere,70,Moderate,0,Good,30,Good,0,Good,70,Moderate,-36.85,174.543,2024-03-10 21:00:00
United States of America,Warner Robins,72,Moderate,1,Good,72,Moderate,3,Good,39,Good,32.5961,-83.6527,2024-03-10 22:00:00
United States of America,Wausau,57,Moderate,1,Good,27,Good,1,Good,57,Moderate,44.962,-89.6459,2024-03-10 23:00:00
Germany,Erftstadt,54,Moderate,1,Good,35,Good,3,Good,54,Moderate,50.8167,6.7667,2024-03-11 00:00:00
Italy,Fasano,55,Moderate,1,Good,51,Moderate,1,Good,55,Moderate,40.8333,17.3667,2024-03-11 01:00:00
United States of America,Findlay,39,Good,2,Good,27,Good,6,Good,39,Good,41.0469,-83.6379,2024-03-11 02:00:00
Italy,Fossano,109,Unhealthy for Sensitive Groups,2,Good,23,Good,5,Good,109,Unhealthy for Sensitive Groups,44.55,7.7333,2024-03-11 03:00:00
Germany,Friedrichshafen,46,Good,2,Good,26,Good,6,Good,46,Good,47.65,9.4833,2024-03-11 04:00:00
Indonesia,Madiun,169,Unhealthy,6,Good,3,Good,20,Good,169,Unhealthy,-7.63,111.5231,2024-03-11 05:00:00
India,Malappuram,132,Unhealthy for Sensitive Groups,3,Good,16,Good,6,Good,132,Unhealthy for Sensitive Groups,11.0588,76.0693,2024-03-11 06:00:00
Philippines,Mamburao,34,Good,1,Good,18,Good,0,Good,34,Good,13.2233,120.596,2024-03-11 07:00:00
Philippines,Mankayan,31,Good,1,Good,21,Good,3,Good,31,Good,16.8567,120.7933,2024-03-11 08:00:00
Cuba,Mantua,37,Good,0,Good,37,Good,0,Good,15,Good,22.2908,-84.2875,2024-03-11 09:00:00
Iran (Islamic Republic of),Marand,86,Moderate,1,Good,44,Good,0,Good,86,Moderate,38.4331,45.7686,2024-03-11 10:00:00
Turkey,Mardin,58,Moderate,1,Good,46,Good,0,Good,58,Moderate,37.3131,40.735,2024-03-11 11:00:00
United Kingdom of Great Britain and Northern Ireland,Clydebank,37,Good,1,Good,35,Good,1,Good,37,Good,55.8997,-4.4006,2024-03-11 12:00:00
United States of America,Cocoa,63,Moderate,1,Good,63,Moderate,2,Good,30,Good,28.382,-80.7675,2024-03-11 13:00:00
United States of America,Coffeyville,52,Moderate,1,Good,45,Good,1,Good,52,Moderate,37.0519,-95.618,2024-03-11 14:00:00
Honduras,Comayagua,55,Moderate,1,Good,21,Good,0,Good,55,Moderate,14.4522,-87.6383,2024-03-11 15:00:00
United States of America,Culver City,131,Unhealthy for Sensitive Groups,3,Good,12,Good,28,Good,131,Unhealthy for Sensitive Groups,34.0058,-118.3968,2024-03-11 16:00:00
Brazil,Piraquara,40,Good,1,Good,17,Good,1,Good,40,Good,-25.4419,-49.0628,2024-03-11 17:00:00
United States of America,Pooler,76,Moderate,2,Good,76,Moderate,2,Good,38,Good,32.1043,-81.2569,2024-03-11 18:00:00
Mexico,Progreso,60,Moderate,1,Good,28,Good,0,Good,60,Moderate,-34.665,-56.2194,2024-03-11 19:00:00
Chile,Puerto Varas,23,Good,1,Good,23,Good,1,Good,17,Good,-41.3167,-72.9833,2024-03-11 20:00:00
Poland,Radom,44,Good,1,Good,44,Good,0,Good,38,Good,51.4036,21.1567,2024-03-11 21:00:00
India,Raipur,169,Unhealthy,1,Good,30,Good,2,Good,169,Unhealthy,21.25,81.63,2024-03-11 22:00:00
United States of America,Opelika,49,Good,1,Good,49,Good,3,Good,49,Good,32.6612,-85.3769,2024-03-11 23:00:00
Belarus,Orsha,36,Good,1,Good,36,Good,0,Good,20,Good,54.5092,30.4258,2024-03-12 00:00:00
Portugal,Ovar,41,Good,0,Good,41,Good,0,Good,20,Good,40.8667,-8.6333,2024-03-12 01:00:00
Philippines,Padada,89,Moderate,1,Good,13,Good,3,Good,89,Moderate,6.6333,125.35,2024-03-12 02:00:00
United States of America,Palmdale,64,Moderate,1,Good,38,Good,5,Good,64,Moderate,34.5944,-118.1057,2024-03-12 03:00:00
Brazil,Palmital,50,Good,1,Good,24,Good,0,Good,50,Good,-22.7889,-50.2175,2024-03-12 04:00:00
Brazil,Pelotas,21,Good,0,Good,21,Good,1,Good,19,Good,-31.7719,-52.3425,2024-03-12 05:00:00
Canada,Peterborough,38,Good,1,Good,25,Good,0,Good,38,Good,52.5662,-0.2366,2024-03-12 06:00:00
United States of America,Morris,54,Moderate,1,Good,24,Good,9,Good,54,Moderate,40.7959,-74.4945,2024-03-12 07:00:00
Japan,Naka,74,Moderate,1,Good,74,Moderate,1,Good,27,Good,36.4574,140.4868,2024-03-12 08:00:00
United States of America,Nanuet,60,Moderate,1,Good,25,Good,11,Good,60,Moderate,41.0957,-74.0155,2024-03-12 09:00:00
United States of America,Naugatuck,53,Moderate,1,Good,29,Good,8,Good,53,Moderate,41.489,-73.0518,2024-03-12 10:00:00
Japan,Niiza,62,Moderate,1,Good,62,Moderate,3,Good,41,Good,35.7935,139.5653,2024-03-12 11:00:00
United States of America,North Miami Beach,57,Moderate,1,Good,12,Good,13,Good,57,Moderate,25.9302,-80.1659,2024-03-12 12:00:00
Italy,Novi Ligure,56,Moderate,1,Good,33,Good,3,Good,56,Moderate,44.7592,8.7856,2024-03-12 13:00:00
Netherlands,Oldebroek,33,Good,0,Good,33,Good,1,Good,27,Good,52.45,5.9,2024-03-12 14:00:00
India,Takhatgarh,187,Unhealthy,0,Good,34,Good,0,Good,187,Unhealthy,25.33,73.0,2024-03-12 15:00:00
Brazil,Tanabi,29,Good,1,Good,12,Good,2,Good,29,Good,-20.6258,-49.6489,2024-03-12 16:00:00
Philippines,Tanauan,63,Moderate,1,Good,23,Good,0,Good,63,Moderate,14.0833,121.15,2024-03-12 17:00:00
Indonesia,Tasikmalaya,56,Moderate,1,Good,27,Good,0,Good,56,Moderate,-7.3161,108.1975,2024-03-12 18:00:00
United States of America,Temple,41,Good,0,Good,22,Good,2,Good,41,Good,31.1068,-97.3891,2024-03-12 19:00:00
Canada,Timmins,56,Moderate,1,Good,33,Good,0,Good,56,Moderate,48.4667,-81.3333,2024-03-12 20:00:00
Japan,Toba,50,Good,1,Good,50,Good,1,Good,22,Good,34.4813,136.8434,2024-03-12 21:00:00
United States of America,Virginia Beach,46,Good,1,Good,46,Good,2,Good,26,Good,36.7335,-76.0435,2024-03-12 22:00:00
Russian Federation,Vostochnyy,51,Moderate,1,Good,27,Good,12,Good,51,Moderate,39.9222,69.65,2024-03-12 23:00:00
United States of America,Wantagh,58,Moderate,1,Good,27,Good,12,Good,58,Moderate,40.6686,-73.5104,2024-03-13 00:00:00
Nigeria,Warri,202,Very Unhealthy,16,Good,1,Good,8,Good,202,Very Unhealthy,5.5167,5.75,2024-03-13 01:00:00
Spain,Tortosa,42,Good,0,Good,42,Good,0,Good,23,Good,40.8125,0.5211,2024-03-13 02:00:00
Italy,Travagliato,62,Moderate,1,Good,36,Good,3,Good,62,Moderate,45.524,10.0797,2024-03-13 03:00:00
Brazil,Trindade,23,Good,0,Good,15,Good,0,Good,23,Good,-16.6581,-49.4836,2024-03-13 04:00:00
Czechia,Trutnov,45,Good,1,Good,23,Good,2,Good,45,Good,50.5606,15.9131,2024-03-13 05:00:00
Turkey,Turgutlu,42,Good,1,Good,42,Good,1,Good,32,Good,38.5,27.7,2024-03-13 06:00:00
Russian Federation,Ustyuzhna,25,Good,1,Good,25,Good,0,Good,17,Good,58.8333,36.4333,2024-03-13 07:00:00
France,Vanves,35,Good,1,Good,27,Good,3,Good,35,Good,48.8208,2.2897,2024-03-13 08:00:00
Russian Federation,Verkhnyaya Salda,37,Good,1,Good,37,Good,0,Good,26,Good,58.0456,60.5533,2024-03-13 09:00:00
Nigeria,Onitsha,213,Very Unhealthy,11,Good,8,Good,11,Good,213,Very Unhealthy,6.1667,6.7833,2024-03-13 10:00:00
Romania,Otopeni,63,Moderate,1,Good,42,Good,4,Good,63,Moderate,44.55,26.07,2024-03-13 11:00:00
Brazil,Pacaembu,29,Good,1,Good,11,Good,0,Good,29,Good,-21.5622,-51.2606,2024-03-13 12:00:00
United Kingdom of Great Britain and Northern Ireland,Paisley,25,Good,1,Good,25,Good,4,Good,22,Good,55.8456,-4.4239,2024-03-13 13:00:00
United States of America,Palm Harbor,45,Good,1,Good,37,Good,7,Good,45,Good,28.0847,-82.7481,2024-03-13 14:00:00
Thailand,Prachuap Khiri Khan,28,Good,0,Good,17,Good,0,Good,28,Good,11.8167,99.8,2024-03-13 15:00:00
Colombia,Puerto Wilches,55,Moderate,2,Good,6,Good,2,Good,55,Moderate,7.35,-73.9,2024-03-13 16:00:00
Italy,Qualiano,51,Moderate,1,Good,51,Moderate,1,Good,35,Good,40.9167,14.15,2024-03-13 17:00:00
India,Raisen,153,Unhealthy,1,Good,36,Good,0,Good,153,Unhealthy,23.33,77.8,2024-03-13 18:00:00
Finland,Raisio,29,Good,1,Good,29,Good,3,Good,9,Good,60.4858,22.1692,2024-03-13 19:00:00
Estonia,Rakvere,28,Good,1,Good,28,Good,1,Good,12,Good,59.35,26.35,2024-03-13 20:00:00
Poland,Rawa Mazowiecka,32,Good,1,Good,32,Good,1,Good,32,Good,51.7658,20.2533,2024-03-13 21:00:00
Italy,Reggello,40,Good,1,Good,40,Good,1,Good,23,Good,43.6833,11.5333,2024-03-13 22:00:00
Germany,Renningen,33,Good,1,Good,27,Good,2,Good,33,Good,48.7661,8.9347,2024-03-13 23:00:00
United States of America,Richton Park,68,Moderate,2,Good,18,Good,15,Good,68,Moderate,41.4816,-87.7387,2024-03-14 00:00:00
United States of America,Rockville,54,Moderate,1,Good,30,Good,5,Good,54,Moderate,39.0834,-77.1553,2024-03-14 01:00:00
United Kingdom of Great Britain and Northern Ireland,Royal Tunbridge Wells,28,Good,1,Good,23,Good,6,Good,28,Good,51.132,0.263,2024-03-14 02:00:00
Russian Federation,Rzhev,32,Good,0,Good,32,Good,0,Good,10,Good,56.25,34.3167,2024-03-14 03:00:00
Italy,Saluzzo,60,Moderate,1,Good,20,Good,3,Good,60,Moderate,44.6453,7.4906,2024-03-14 04:00:00
United States of America,Westbrook,49,Good,1,Good,49,Good,2,Good,26,Good,43.6954,-70.3539,2024-03-14 05:00:00
Uganda,Wobulenzi,85,Moderate,3,Good,19,Good,1,Good,85,Moderate,0.72,32.53,2024-03-14 06:00:00
Germany,Wolfhagen,32,Good,0,Good,28,Good,1,Good,32,Good,51.3167,9.1667,2024-03-14 07:00:00
United States of America,Wooster,55,Moderate,1,Good,41,Good,2,Good,55,Moderate,40.8172,-81.9336,2024-03-14 08:00:00
Nigeria,Yenagoa,164,Unhealthy,8,Good,16,Good,6,Good,164,Unhealthy,4.9267,6.2676,2024-03-14 09:00:00
China,Yibin,151,Unhealthy,5,Good,88,Moderate,7,Good,151,Unhealthy,28.7596,104.64,2024-03-14 10:00:00
Russian Federation,Yuzhnouralsk,39,Good,1,Good,39,Good,0,Good,14,Good,54.45,61.25,2024-03-14 11:00:00
Brazil,Paracambi,163,Unhealthy,7,Good,0,Good,20,Good,163,Unhealthy,-22.6108,-43.7089,2024-03-14 12:00:00
Benin,Parakou,60,Moderate,2,Good,18,Good,0,Good,60,Moderate,9.35,2.6167,2024-03-14 13:00:00
Brazil,Paratinga,19,Good,0,Good,12,Good,1,Good,19,Good,-12.6908,-43.1839,2024-03-14 14:00:00
Brazil,Passo Fundo,19,Good,0,Good,19,Good,0,Good,13,Good,-28.25,-52.4,2024-03-14 15:00:00
Indonesia,Pati,79,Moderate,2,Good,67,Moderate,1,Good,79,Moderate,-6.7415,111.0347,2024-03-14 16:00:00
France,Pau,33,Good,1,Good,33,Good,1,Good,24,Good,43.3,-0.37,2024-03-14 17:00:00
United States of America,Pecan Grove,36,Good,0,Good,17,Good,7,Good,36,Good,29.6235,-95.733,2024-03-14 18:00:00
Italy,Pietrasanta,41,Good,1,Good,41,Good,2,Good,16,Good,43.9452,10.2183,2024-03-14 19:00:00
